Wavelength nm.;Abs.;Abs.;Abs.
560.80;0.083;0.081;0.080
561.00;0.083;0.081;0.080
561.20;0.083;0.081;0.080
561.40;0.083;0.081;0.080
561.60;0.083;0.081;0.079
561.80;0.083;0.081;0.079
562.00;0.083;0.081;0.079
562.20;0.083;0.081;0.079
562.40;0.083;0.081;0.079
562.60;0.083;0.081;0.079
562.80;0.083;0.081;0.079
563.00;0.083;0.081;0.079
563.20;0.083;0.081;0.079
563.40;0.083;0.081;0.079
563.60;0.082;0.081;0.079
563.80;0.082;0.081;0.079
564.00;0.082;0.081;0.079
564.20;0.082;0.081;0.079
564.40;0.082;0.081;0.079
564.60;0.082;0.080;0.079
564.80;0.082;0.080;0.079
565.00;0.082;0.080;0.079
565.20;0.082;0.080;0.079
565.40;0.082;0.080;0.079
565.60;0.082;0.080;0.079
565.80;0.082;0.080;0.079
566.00;0.082;0.080;0.078
566.20;0.082;0.080;0.078
566.40;0.082;0.080;0.078
566.60;0.082;0.080;0.078
566.80;0.082;0.080;0.078
567.00;0.082;0.080;0.078
567.20;0.082;0.080;0.078
567.40;0.082;0.080;0.078
567.60;0.082;0.080;0.078
567.80;0.082;0.080;0.078
568.00;0.082;0.080;0.078
568.20;0.082;0.080;0.078
568.40;0.082;0.080;0.078
568.60;0.081;0.080;0.078
568.80;0.081;0.080;0.078
569.00;0.081;0.080;0.078
569.20;0.081;0.080;0.078
569.40;0.081;0.080;0.078
569.60;0.081;0.080;0.078
569.80;0.081;0.080;0.078
570.00;0.081;0.080;0.078
570.20;0.081;0.079;0.078
570.40;0.081;0.079;0.077
570.60;0.081;0.079;0.077
570.80;0.081;0.079;0.077
571.00;0.081;0.079;0.077
571.20;0.081;0.079;0.077
571.40;0.081;0.079;0.077
571.60;0.081;0.079;0.077
571.80;0.081;0.079;0.077
572.00;0.081;0.079;0.077
572.20;0.081;0.079;0.077
572.40;0.081;0.079;0.077
572.60;0.081;0.079;0.077
572.80;0.080;0.079;0.077
573.00;0.080;0.079;0.077
573.20;0.080;0.079;0.077
573.40;0.080;0.079;0.077
573.60;0.080;0.079;0.077
573.80;0.080;0.079;0.077
574.00;0.080;0.079;0.077
574.20;0.080;0.079;0.077
574.40;0.080;0.079;0.077
574.60;0.080;0.079;0.077
574.80;0.080;0.079;0.077
575.00;0.080;0.079;0.077
575.20;0.080;0.079;0.076
575.40;0.080;0.078;0.076
575.60;0.080;0.078;0.076
575.80;0.080;0.078;0.076
576.00;0.080;0.078;0.076
576.20;0.080;0.078;0.076
576.40;0.080;0.078;0.076
576.60;0.080;0.078;0.076
576.80;0.080;0.078;0.076
577.00;0.080;0.078;0.076
577.20;0.080;0.078;0.076
577.40;0.080;0.078;0.076
577.60;0.080;0.078;0.076
577.80;0.080;0.078;0.076
578.00;0.079;0.078;0.076
578.20;0.079;0.078;0.076
578.40;0.079;0.078;0.076
578.60;0.079;0.078;0.076
578.80;0.079;0.078;0.076
579.00;0.079;0.078;0.076
579.20;0.079;0.078;0.076
579.40;0.079;0.078;0.076
579.60;0.079;0.078;0.076
579.80;0.079;0.078;0.076
580.00;0.079;0.078;0.076
580.20;0.079;0.078;0.076
580.40;0.079;0.078;0.076
580.60;0.079;0.077;0.075
580.80;0.079;0.077;0.075
581.00;0.079;0.077;0.075
581.20;0.079;0.077;0.075
581.40;0.079;0.077;0.075
581.60;0.079;0.077;0.075
581.80;0.079;0.077;0.075
582.00;0.079;0.077;0.075
582.20;0.079;0.077;0.075
582.40;0.079;0.077;0.075
582.60;0.078;0.077;0.075
582.80;0.078;0.077;0.075
583.00;0.078;0.077;0.075
583.20;0.078;0.077;0.075
583.40;0.078;0.077;0.075
583.60;0.078;0.077;0.075
583.80;0.078;0.077;0.075
584.00;0.078;0.077;0.075
584.20;0.078;0.077;0.075
584.40;0.078;0.077;0.075
584.60;0.078;0.077;0.075
584.80;0.078;0.077;0.075
585.00;0.078;0.077;0.075
585.20;0.078;0.076;0.074
585.40;0.078;0.076;0.074
585.60;0.078;0.076;0.074
585.80;0.078;0.076;0.074
586.00;0.078;0.076;0.074
586.20;0.078;0.076;0.074
586.40;0.078;0.076;0.074
586.60;0.078;0.076;0.074
586.80;0.078;0.076;0.074
587.00;0.078;0.076;0.074
587.20;0.078;0.076;0.074
587.40;0.078;0.076;0.074
587.60;0.077;0.076;0.074
587.80;0.077;0.076;0.074
588.00;0.077;0.076;0.074
588.20;0.077;0.076;0.074
588.40;0.077;0.076;0.074
588.60;0.077;0.076;0.074
588.80;0.077;0.076;0.074
589.00;0.077;0.076;0.074
589.20;0.077;0.076;0.074
589.40;0.077;0.076;0.074
589.60;0.077;0.076;0.074
589.80;0.077;0.076;0.074
590.00;0.077;0.076;0.074
590.20;0.077;0.076;0.074
590.40;0.077;0.076;0.073
590.60;0.077;0.076;0.073
590.80;0.077;0.076;0.073
591.00;0.077;0.076;0.073
591.20;0.077;0.076;0.073
591.40;0.077;0.075;0.073
591.60;0.077;0.075;0.073
591.80;0.077;0.075;0.073
592.00;0.077;0.075;0.073
592.20;0.077;0.075;0.073
592.40;0.077;0.075;0.073
592.60;0.077;0.075;0.073
592.80;0.077;0.075;0.073
593.00;0.077;0.075;0.073
593.20;0.076;0.075;0.073
593.40;0.076;0.075;0.073
593.60;0.076;0.075;0.073
593.80;0.076;0.075;0.073
594.00;0.076;0.075;0.073
594.20;0.076;0.075;0.073
594.40;0.076;0.075;0.073
594.60;0.076;0.075;0.073
594.80;0.076;0.075;0.073
595.00;0.076;0.075;0.073
595.20;0.076;0.075;0.073
595.40;0.076;0.075;0.073
595.60;0.076;0.075;0.073
595.80;0.076;0.075;0.073
596.00;0.076;0.075;0.073
596.20;0.076;0.075;0.073
596.40;0.076;0.075;0.073
596.60;0.076;0.075;0.073
596.80;0.076;0.075;0.072
597.00;0.076;0.075;0.072
597.20;0.076;0.075;0.072
597.40;0.076;0.075;0.072
597.60;0.076;0.075;0.072
597.80;0.076;0.075;0.072
598.00;0.076;0.075;0.072
598.20;0.076;0.074;0.072
598.40;0.076;0.074;0.072
598.60;0.075;0.074;0.072
598.80;0.075;0.074;0.072
599.00;0.075;0.074;0.072
599.20;0.075;0.074;0.072
599.40;0.075;0.074;0.072
599.60;0.075;0.074;0.072
599.80;0.075;0.074;0.072
600.00;0.075;0.074;0.072
